Date,Close,Change,AVG
22/12/2017 17:26:00,4.03,0.25,0.2
27/12/2017 17:26:00,3.98,-1.24,-1.2
28/12/2017 17:26:00,3.94,-1.01,-1
29/12/2017 17:26:00,3.89,-1.27,-1.2
02/01/2018 17:26:00,3.9,0.26,0.2
03/01/2018 17:26:00,4,2.56,2.6
04/01/2018 17:26:00,4.05,1.25,1.2
05/01/2018 17:26:00,4.05,0,0
08/01/2018 17:26:00,4.04,-0.25,-0.2
09/01/2018 17:26:00,4.11,1.73,1.8
10/01/2018 17:26:00,4.03,-1.95,-2
11/01/2018 17:26:00,4,-0.74,-0.8
12/01/2018 17:26:00,3.99,-0.25,-0.2
15/01/2018 17:26:00,4.03,1,1
16/01/2018 17:26:00,4.07,0.99,1
17/01/2018 17:26:00,4.06,-0.25,-0.2
18/01/2018 17:26:00,3.96,-2.46,-2.4
19/01/2018 17:26:00,3.99,0.76,0.8
22/01/2018 17:26:00,3.98,-0.25,-0.2
23/01/2018 17:26:00,4.01,0.75,0.8
24/01/2018 17:26:00,3.97,-1,-1
25/01/2018 17:26:00,3.89,-2.02,-2
26/01/2018 17:26:00,3.87,-0.51,-0.6
29/01/2018 17:26:00,4.01,3.62,3.6
30/01/2018 17:26:00,3.97,-1,-1
31/01/2018 17:26:00,3.86,-2.77,-2.8
01/02/2018 17:26:00,4.34,12.44,12.4
02/02/2018 17:26:00,4.39,1.15,1.2
05/02/2018 17:26:00,4.42,0.68,0.6
06/02/2018 17:26:00,4.4,-0.45,-0.4
07/02/2018 17:26:00,4.52,2.73,2.8
08/02/2018 17:26:00,4.43,-1.99,-2
09/02/2018 17:26:00,4.38,-1.13,-1.2
12/02/2018 17:26:00,4.48,2.28,2.2
13/02/2018 17:26:00,4.45,-0.67,-0.6
14/02/2018 17:26:00,4.53,1.8,1.8
15/02/2018 17:26:00,4.57,0.88,0.8
16/02/2018 17:26:00,4.66,1.97,2
19/02/2018 17:26:00,4.61,-1.07,-1
20/02/2018 17:26:00,4.65,0.87,0.8
21/02/2018 17:26:00,4.68,0.65,0.6
22/02/2018 17:26:00,4.66,-0.43,-0.4
23/02/2018 17:26:00,4.67,0.21,0.2
26/02/2018 17:26:00,4.81,3,3
27/02/2018 17:26:00,4.81,0,0
28/02/2018 17:26:00,4.79,-0.42,-0.4
01/03/2018 17:26:00,4.78,-0.21,-0.2
02/03/2018 17:26:00,4.63,-3.14,-3.2
05/03/2018 17:26:00,4.76,2.81,2.8
06/03/2018 17:26:00,4.7,-1.26,-1.2
07/03/2018 17:26:00,4.74,0.85,0.8
08/03/2018 17:26:00,4.79,1.05,1
09/03/2018 17:26:00,4.77,-0.42,-0.4
12/03/2018 17:26:00,4.82,1.05,1
13/03/2018 17:26:00,4.73,-1.87,-1.8
14/03/2018 17:26:00,4.71,-0.42,-0.4
15/03/2018 17:26:00,4.71,0,0
16/03/2018 17:26:00,4.68,-0.64,-0.6
19/03/2018 17:26:00,4.65,-0.64,-0.6
20/03/2018 17:26:00,4.72,1.51,1.6
21/03/2018 17:26:00,4.63,-1.91,-2
22/03/2018 17:26:00,4.5,-2.81,-2.8
23/03/2018 17:26:00,4.48,-0.44,-0.4
26/03/2018 17:26:00,4.4,-1.79,-1.8
27/03/2018 17:26:00,4.46,1.36,1.4
28/03/2018 17:26:00,4.44,-0.45,-0.4
29/03/2018 17:26:00,4.46,0.45,0.4
03/04/2018 17:26:00,4.45,-0.22,-0.2
04/04/2018 17:26:00,4.39,-1.35,-1.4
05/04/2018 17:26:00,4.47,1.82,1.8
06/04/2018 17:26:00,4.47,0,0
09/04/2018 17:26:00,4.45,-0.45,-0.4
11/04/2018 17:26:00,4.5,1.12,1.2
12/04/2018 17:26:00,4.54,0.89,0.8
13/04/2018 17:26:00,4.56,0.44,0.4
16/04/2018 17:26:00,4.51,-1.1,-1
17/04/2018 17:26:00,4.75,5.32,5.4
18/04/2018 17:26:00,4.75,0,0
19/04/2018 17:26:00,4.74,-0.21,-0.2
20/04/2018 17:26:00,4.87,2.74,2.8
23/04/2018 17:26:00,4.85,-0.41,-0.4
24/04/2018 17:26:00,4.87,0.41,0.4
25/04/2018 17:26:00,4.94,1.44,1.4
26/04/2018 17:26:00,4.89,-1.01,-1
27/04/2018 17:26:00,4.96,1.43,1.4
30/04/2018 17:26:00,4.99,0.6,0.6
02/05/2018 17:26:00,4.83,-3.21,-3.2
03/05/2018 17:26:00,4.85,0.41,0.4
04/05/2018 17:26:00,5.07,4.54,4.6
07/05/2018 17:26:00,5.22,2.96,3
08/05/2018 17:26:00,5.28,1.15,1.2
09/05/2018 17:26:00,5.3,0.38,0.4
10/05/2018 17:26:00,5.34,0.75,0.8
11/05/2018 17:26:00,5.35,0.19,0.2
14/05/2018 17:26:00,5.3,-0.93,-1
15/05/2018 17:26:00,5.27,-0.57,-0.6
16/05/2018 17:26:00,5.26,-0.19,-0.2
17/05/2018 17:26:00,5.25,-0.19,-0.2
18/05/2018 17:26:00,5.28,0.57,0.6
21/05/2018 17:26:00,5.28,0,0
22/05/2018 17:26:00,5.29,0.19,0.2
23/05/2018 17:26:00,5.14,-2.84,-2.8
24/05/2018 17:26:00,5.22,1.56,1.6
25/05/2018 17:26:00,5.17,-0.96,-1
28/05/2018 17:26:00,5.13,-0.77,-0.8
29/05/2018 17:26:00,5.06,-1.36,-1.4
30/05/2018 17:26:00,5.09,0.59,0.6
31/05/2018 17:26:00,4.92,-3.34,-3.4
01/06/2018 17:26:00,4.99,1.42,1.4
04/06/2018 17:26:00,5.06,1.4,1.4
05/06/2018 17:26:00,5.04,-0.4,-0.4
06/06/2018 17:26:00,4.97,-1.39,-1.4
07/06/2018 17:26:00,4.94,-0.6,-0.6
08/06/2018 17:26:00,4.93,-0.2,-0.2
11/06/2018 17:26:00,4.96,0.61,0.6
12/06/2018 17:26:00,4.99,0.6,0.6
13/06/2018 17:26:00,5.15,3.21,3.2
14/06/2018 17:26:00,5.24,1.75,1.8
15/06/2018 17:26:00,5.23,-0.19,-0.2
18/06/2018 17:26:00,5.15,-1.53,-1.6
19/06/2018 17:26:00,5.12,-0.58,-0.6
20/06/2018 17:26:00,5.12,0,0
21/06/2018 17:26:00,5.09,-0.59,-0.6
22/06/2018 17:26:00,5.07,-0.39,-0.4
25/06/2018 17:26:00,4.95,-2.37,-2.4
26/06/2018 17:26:00,4.99,0.81,0.8
27/06/2018 17:26:00,5.02,0.6,0.6
28/06/2018 17:26:00,4.87,-2.99,-3
29/06/2018 17:26:00,4.94,1.44,1.4
02/07/2018 17:26:00,4.83,-2.23,-2.2
03/07/2018 17:26:00,4.85,0.41,0.4
05/07/2018 17:26:00,4.84,-0.21,-0.2
06/07/2018 17:26:00,4.89,1.03,1
09/07/2018 17:26:00,4.96,1.43,1.4
10/07/2018 17:26:00,5.05,1.81,1.8
11/07/2018 17:26:00,4.99,-1.19,-1.2
12/07/2018 17:26:00,5.03,0.8,0.8
13/07/2018 17:26:00,5,-0.6,-0.6
16/07/2018 17:26:00,5,0,0
17/07/2018 17:26:00,4.96,-0.8,-0.8
18/07/2018 17:26:00,5.16,4.03,4
19/07/2018 17:26:00,5.12,-0.78,-0.8
20/07/2018 17:26:00,5.09,-0.59,-0.6
23/07/2018 17:26:00,5.06,-0.59,-0.6
24/07/2018 17:26:00,5.06,0,0
25/07/2018 17:26:00,5.06,0,0
26/07/2018 17:26:00,4.77,-5.73,-5.8
27/07/2018 17:26:00,4.7,-1.47,-1.4
30/07/2018 17:26:00,4.74,0.85,0.8
31/07/2018 17:26:00,4.65,-1.9,-1.8
01/08/2018 17:26:00,4.68,0.65,0.6
02/08/2018 17:26:00,4.62,-1.28,-1.2
03/08/2018 17:26:00,4.63,0.22,0.2
06/08/2018 17:26:00,4.65,0.43,0.4
07/08/2018 17:26:00,4.68,0.65,0.6
08/08/2018 17:26:00,4.67,-0.21,-0.2
09/08/2018 17:26:00,4.67,0,0
10/08/2018 17:26:00,4.58,-1.93,-2
13/08/2018 17:26:00,4.57,-0.22,-0.2
14/08/2018 17:26:00,4.57,0,0
16/08/2018 17:26:00,4.56,-0.22,-0.2
17/08/2018 17:26:00,4.58,0.44,0.4
20/08/2018 17:26:00,4.63,1.09,1
21/08/2018 17:26:00,4.63,0,0
22/08/2018 17:26:00,4.7,1.51,1.6
23/08/2018 17:26:00,4.76,1.28,1.2
